iter	Passed	Remaining
1644	17938	36586
1645	17947	36570
1646	17956	36555
1647	17963	36538
1648	17972	36522
1649	17986	36518
1650	17994	36502
1651	18003	36487
1652	18011	36469
1653	18020	36454
1654	18033	36448
1655	18041	36432
1656	18050	36416
1657	18057	36398
1658	18065	36382
1659	18073	36364
1660	18081	36347
1661	18089	36330
1662	18097	36315
1663	18106	36299
1664	18114	36284
1665	18122	36266
1666	18131	36251
1667	18138	36233
1668	18147	36218
1669	18154	36200
1670	18162	36184
1671	18170	36166
1672	18178	36150
1673	18185	36132
1674	18193	36116
1675	18201	36099
1676	18209	36083
1677	18217	36066
1678	18226	36050
1679	18233	36033
1680	18242	36017
1681	18249	36000
1682	18257	35984
1683	18265	35966
1684	18274	35952
1685	18283	35937
1686	18292	35923
1687	18307	35920
1688	18316	35905
1689	18325	35891
1690	18334	35877
1691	18344	35864
1692	18354	35852
1693	18363	35837
1694	18372	35824
1695	18380	35808
1696	18390	35794
1697	18398	35779
1698	18408	35766
1699	18417	35752
1700	18427	35739
1701	18437	35727
1702	18447	35713
1703	18460	35708
1704	18471	35696
1705	18479	35681
1706	18489	35667
1707	18498	35653
1708	18507	35639
1709	18516	35625
1710	18525	35610
1711	18534	35597
1712	18543	35582
1713	18553	35569
1714	18564	35560
1715	18575	35548
1716	18584	35534
1717	18593	35519
1718	18602	35506
1719	18611	35492
1720	18621	35479
1721	18630	35465
1722	18639	35451
1723	18648	35437
1724	18657	35422
1725	18668	35412
1726	18677	35397
1727	18688	35387
1728	18698	35374
1729	18706	35359
1730	18716	35345
1731	18725	35332
1732	18736	35321
1733	18749	35314
1734	18757	35299
1735	18767	35286
1736	18774	35269
1737	18784	35255
1738	18792	35240
1739	18800	35224
1740	18809	35209
1741	18818	35195
1742	18827	35180
1743	18835	35164
1744	18844	35151
1745	18851	35133
1746	18860	35119
1747	18868	35103
1748	18877	35089
1749	18885	35072
1750	18893	35056
1751	18901	35040
1752	18910	35026
1753	18918	35010
1754	18928	34998
1755	18937	34984
1756	18946	34970
1757	18954	34955
1758	18962	34939
1759	18970	34923
1760	18979	34908
1761	18986	34890
1762	18994	34875
1763	19002	34859
1764	19011	34845
1765	19019	34829
1766	19028	34815
1767	19043	34811
1768	19066	34824
1769	19086	34830
1770	19096	34818
1771	19105	34803
1772	19111	34784
1773	19119	34769
1774	19126	34751
1775	19134	34735
1776	19142	34718
1777	19149	34702
1778	19157	34685
1779	19165	34669
1780	19175	34657
1781	19184	34643
1782	19191	34626
1783	19201	34614
1784	19208	34597
1785	19219	34586
1786	19226	34569
1787	19236	34556
1788	19244	34540
1789	19259	34537
1790	19269	34526
1791	19279	34513
1792	19288	34500
1793	19298	34488
1794	19307	34474
1795	19316	34460
1796	19325	34445
1797	19334	34431
1798	19341	34415
1799	19349	34399
1800	19357	34383
1801	19365	34367
1802	19374	34354
1803	19383	34340
1804	19391	34325
1805	19400	34310
1806	19409	34297
1807	19419	34284
1808	19428	34271
1809	19436	34255
1810	19446	34243
1811	19466	34248
1812	19475	34235
1813	19486	34224
1814	19496	34213
1815	19505	34198
1816	19513	34183
1817	19521	34168
1818	19530	34154
1819	19538	34139
1820	19547	34124
1821	19556	34110
1822	19564	34096
1823	19574	34083
1824	19582	34068
1825	19592	34056
1826	19600	34040
1827	19610	34029
1828	19619	34014
1829	19628	34001
1830	19636	33986
1831	19645	33972
1832	19654	33959
1833	19663	33944
1834	19673	33933
1835	19681	33917
1836	19692	33906
1837	19699	33890
1838	19708	33876
1839	19715	33859
1840	19725	33846
1841	19735	33834
1842	19743	33820
1843	19753	33808
1844	19761	33793
1845	19772	33782
1846	19780	33766
1847	19789	33753
1848	19797	33737
1849	19805	33722
1850	19812	33706
1851	19821	33691
1852	19828	33675
1853	19837	33662
1854	19850	33654
1855	19859	33641
1856	19870	33631
1857	19880	33619
1858	19890	33607
1859	19899	33594
1860	19908	33580
1861	19922	33574
1862	19934	33566
1863	19942	33551
1864	19953	33541
1865	19963	33528
1866	19971	33514
1867	19981	33502
1868	19989	33487
1869	20000	33476
1870	20008	33461
1871	20017	33447
1872	20025	33433
1873	20033	33417
1874	20041	33402
1875	20049	33387
1876	20057	33371
1877	20065	33356
1878	20073	33342
1879	20081	33327
1880	20089	33311
1881	20097	33297
1882	20106	33282
1883	20117	33272
1884	20127	33260
1885	20135	33245
1886	20144	33232
1887	20151	33216
1888	20161	33203
1889	20169	33188
1890	20178	33175
1891	20185	33159
1892	20194	33145
1893	20201	33129
1894	20211	33116
1895	20219	33101
1896	20227	33087
1897	20235	33071
1898	20243	33057
1899	20251	33041
1900	20259	33027
1901	20267	33011
1902	20276	32999
1903	20284	32984
1904	20292	32969
1905	20300	32953
1906	20309	32940
1907	20317	32925
1908	20325	32910
1909	20340	32907
1910	20368	32923
1911	20389	32930
1912	20399	32918
1913	20408	32905
1914	20415	32889
1915	20423	32874
1916	20431	32858
1917	20438	32842
1918	20445	32826
1919	20454	32812
1920	20462	32798
1921	20474	32788
1922	20481	32772
1923	20492	32762
1924	20500	32746
1925	20510	32735
1926	20521	32725
1927	20529	32710
1928	20540	32700
1929	20556	32698
1930	20564	32684
1931	20573	32670
1932	20581	32655
1933	20590	32642
1934	20599	32629
1935	20608	32616
1936	20617	32603
1937	20626	32589
1938	20637	32578
1939	20647	32567
1940	20657	32556
1941	20671	32550
1942	20680	32537
1943	20691	32527
1944	20704	32519
1945	20713	32507
1946	20723	32495
1947	20733	32484
1948	20741	32469
1949	20752	32458
1950	20761	32445
1951	20770	32432
1952	20779	32420
1953	20795	32416
1954	20804	32404
1955	20820	32401
1956	20830	32390
1957	20839	32376
1958	20853	32371
1959	20865	32363
1960	20873	32348
1961	20882	32335
1962	20891	32321
1963	20900	32309
1964	20910	32297
1965	20919	32283
1966	20929	32272
1967	20940	32261
1968	20951	32251
1969	20963	32243
1970	20977	32237
1971	20986	32224
1972	20998	32216
1973	21009	32206
1974	21018	32193
1975	21029	32183
1976	21039	32170
1977	21049	32159
1978	21060	32149
1979	21074	32143
1980	21088	32137
1981	21103	32134
1982	21122	32135
1983	21137	32132
1984	21152	32128
1985	21163	32117
1986	21178	32114
1987	21193	32110
1988	21206	32103
1989	21222	32100
1990	21237	32095
1991	21252	32092
1992	21264	32083
1993	21272	32068
1994	21281	32056
1995	21293	32046
1996	21305	32038
1997	21316	32027
1998	21325	32014
1999	21335	32002
2000	21343	31988
2001	21353	31976
2002	21362	31963
2003	21371	31950
2004	21380	31937
2005	21389	31924
2006	21398	31911
2007	21407	31897
2008	21416	31885
2009	21425	31871
2010	21434	31859
2011	21443	31845
2012	21457	31840
2013	21467	31828
2014	21476	31814
2015	21484	31801
2016	21492	31786
2017	21501	31772
2018	21510	31758
2019	21519	31746
2020	21528	31733
2021	21536	31719
2022	21546	31706
2023	21554	31692
2024	21563	31679
2025	21571	31665
2026	21581	31653
2027	21588	31638
2028	21597	31624
2029	21605	31609
2030	21626	31614
2031	21643	31612
2032	21654	31602
2033	21663	31590
2034	21673	31578
2035	21685	31570
2036	21696	31558
2037	21705	31546
2038	21718	31538
2039	21726	31524
2040	21735	31511
2041	21744	31499
2042	21753	31486
2043	21764	31474
2044	21772	31460
2045	21783	31451
2046	21793	31439
2047	21802	31426
2048	21813	31415
2049	21821	31400
2050	21835	31395
2051	21844	31382
2052	21852	31368
2053	21860	31354
2054	21867	31338
2055	21876	31325
2056	21884	31310
2057	21893	31298
2058	21900	31282
2059	21909	31269
2060	21917	31254
2061	21925	31240
2062	21933	31225
2063	21941	31211
2064	21948	31196
2065	21971	31202
2066	21978	31186
2067	21987	31173
2068	21994	31158
2069	22004	31145
2070	22011	31131
2071	22021	31118
2072	22030	31106
2073	22039	31093
2074	22047	31079
2075	22055	31064
2076	22064	31051
2077	22071	31036
2078	22081	31024
2079	22089	31010
2080	22099	30999
2081	22107	30984
2082	22117	30972
2083	22125	30958
2084	22135	30947
2085	22146	30937
2086	22155	30924
2087	22166	30914
2088	22178	30905
2089	22188	30893
2090	22200	30885
2091	22216	30882
2092	22231	30877
2093	22240	30864
2094	22252	30856
2095	22264	30847
2096	22272	30833
2097	22283	30823
2098	22293	30811
2099	22302	30798
2100	22312	30787
2101	22319	30772
2102	22329	30759
2103	22337	30746
2104	22353	30742
2105	22362	30729
2106	22377	30724
2107	22385	30710
2108	22394	30697
2109	22401	30683
2110	22414	30675
2111	22423	30662
2112	22433	30650
2113	22442	30638
2114	22450	30624
2115	22459	30611
2116	22467	30597
2117	22476	30584
2118	22484	30569
2119	22493	30556
2120	22501	30542
2121	22510	30530
2122	22519	30517
2123	22527	30503
2124	22537	30491
2125	22545	30477
2126	22556	30467
2127	22564	30453
2128	22573	30440
2129	22580	30425
2130	22590	30413
2131	22597	30398
2132	22608	30387
2133	22620	30380
2134	22630	30368
2135	22640	30356
2136	22652	30348
2137	22661	30334
2138	22672	30326
2139	22685	30318
2140	22695	30306
2141	22707	30297
2142	22720	30290
2143	22733	30283
2144	22743	30271
2145	22754	30261
2146	22763	30249
2147	22773	30236
2148	22783	30226
2149	22793	30215
2150	22809	30210
2151	22822	30203
2152	22833	30193
2153	22841	30180
2154	22852	30169
2155	22861	30156
2156	22869	30143
2157	22878	30130
2158	22887	30117
2159	22907	30119
2160	22932	30126
2161	22953	30130
2162	22963	30119
2163	22974	30108
2164	22981	30092
2165	22989	30079
2166	22998	30066
2167	23006	30052
2168	23013	30037
2169	23021	30023
2170	23028	30008
2171	23037	29994
2172	23044	29979
2173	23052	29966
2174	23059	29951
2175	23068	29938
2176	23076	29924
2177	23086	29912
2178	23094	29899
2179	23106	29890
2180	23126	29891
2181	23140	29885
2182	23153	29877
2183	23164	29867
2184	23176	29859
2185	23191	29853
2186	23202	29843
2187	23210	29830
2188	23221	29819
2189	23230	29807
2190	23239	29794
2191	23250	29784
2192	23258	29770
2193	23268	29758
2194	23276	29745
2195	23285	29732
2196	23294	29719
2197	23306	29710
2198	23320	29704
2199	23329	29692
2200	23337	29678
2201	23347	29667
2202	23355	29652
2203	23365	29641
2204	23374	29629
2205	23383	29616
2206	23392	29603
2207	23402	29591
2208	23415	29585
2209	23426	29574
2210	23434	29561
2211	23444	29549
2212	23453	29536
2213	23463	29524
2214	23471	29511
2215	23480	29499
2216	23489	29486
2217	23498	29473
2218	23508	29462
2219	23517	29450
2220	23528	29440
2221	23539	29429
2222	23547	29416
2223	23557	29404
2224	23565	29391
2225	23575	29379
2226	23585	29367
2227	23607	29371
2228	23624	29369
2229	23636	29360
2230	23649	29352
2231	23662	29345
2232	23674	29336
2233	23688	29329
2234	23702	29322
2235	23714	29313
2236	23726	29305
2237	23737	29294
2238	23746	29282
2239	23757	29272
2240	23766	29259
2241	23776	29248
2242	23786	29237
2243	23794	29223
2244	23805	29213
2245	23813	29199
2246	23823	29187
2247	23831	29173
2248	23839	29160
2249	23848	29148
2250	23856	29134
2251	23864	29120
2252	23872	29106
2253	23881	29094
2254	23890	29082
2255	23899	29069
2256	23907	29055
2257	23917	29044
2258	23925	29030
2259	23935	29018
2260	23942	29004
2261	23953	28994
2262	23962	28981
2263	23969	28967
2264	23978	28953
2265	23985	28939
2266	23993	28925
2267	24007	28918
2268	24016	28906
2269	24024	28892
2270	24034	28881
2271	24041	28866
2272	24049	28853
2273	24057	28839
2274	24066	28826
2275	24073	28812
2276	24082	28798
2277	24089	28785
2278	24098	28771
2279	24105	28757
2280	24114	28745
2281	24122	28731
2282	24131	28719
2283	24140	28706
2284	24148	28692
2285	24155	28678
2286	24164	28666
2287	24172	28652
2288	24186	28645
2289	24211	28652
2290	24231	28652
2291	24242	28642
2292	24249	28627
2293	24257	28614
2294	24264	28599
2295	24272	28586
2296	24279	28571
2297	24288	28558
2298	24295	28543
2299	24303	28529
2300	24310	28515
2301	24317	28500
2302	24324	28486
2303	24332	28472
2304	24339	28458
2305	24346	28443
2306	24355	28430
2307	24362	28415
2308	24370	28401
2309	24377	28387
2310	24385	28374
2311	24398	28366
2312	24406	28352
2313	24413	28338
2314	24421	28324
2315	24428	28310
2316	24437	28297
2317	24444	28282
2318	24453	28270
2319	24460	28255
2320	24468	28242
2321	24475	28227
2322	24483	28214
2323	24490	28200
2324	24499	28187
2325	24506	28173
2326	24514	28159
2327	24521	28145
2328	24529	28131
2329	24537	28117
2330	24544	28103
2331	24552	28090
2332	24559	28075
2333	24568	28063
2334	24575	28048
2335	24583	28035
2336	24591	28021
2337	24599	28008
2338	24606	27994
2339	24615	27981
2340	24623	27967
2341	24631	27954
2342	24638	27940
2343	24646	27927
2344	24653	27913
2345	24689	27930
2346	24698	27919
2347	24706	27905
2348	24716	27893
2349	24723	27879
2350	24732	27866
2351	24740	27854
2352	24748	27841
2353	24755	27826
2354	24763	27813
2355	24771	27799
2356	24779	27786
2357	24786	27772
2358	24795	27759
2359	24802	27745
2360	24811	27732
2361	24818	27718
2362	24827	27706
2363	24835	27692
2364	24843	27680
2365	24869	27686
2366	24880	27676
2367	24888	27662
2368	24895	27648
2369	24903	27635
2370	24911	27622
2371	24925	27615
2372	24932	27601
2373	24940	27588
2374	24948	27574
2375	24956	27561
2376	24963	27547
2377	24972	27534
2378	24979	27520
2379	24987	27507
2380	24995	27493
2381	25002	27480
2382	25010	27466
2383	25017	27451
2384	25026	27439
2385	25033	27425
2386	25041	27412
2387	25048	27397
2388	25056	27385
2389	25063	27370
2390	25072	27358
2391	25079	27343
2392	25087	27331
2393	25094	27317
2394	25103	27304
2395	25111	27291
2396	25121	27280
2397	25128	27266
2398	25136	27253
2399	25143	27239
2400	25152	27226
2401	25159	27212
2402	25167	27199
2403	25174	27185
2404	25182	27172
2405	25190	27158
2406	25198	27145
2407	25205	27131
2408	25213	27118
2409	25222	27106
2410	25229	27092
2411	25237	27079
2412	25244	27065
2413	25252	27052
2414	25260	27038
2415	25268	27025
2416	25276	27012
2417	25284	26999
2418	25292	26986
2419	25301	26973
2420	25308	26960
2421	25317	26947
2422	25324	26934
2423	25334	26922
2424	25342	26909
2425	25351	26898
2426	25360	26885
2427	25368	26872
2428	25376	26860
2429	25384	26846
2430	25391	26833
2431	25400	26820
2432	25407	26807
2433	25416	26794
2434	25424	26782
2435	25433	26769
2436	25440	26756
2437	25448	26743
2438	25455	26729
2439	25464	26716
2440	25478	26710
2441	25502	26714
2442	25515	26706
2443	25525	26694
2444	25532	26681
2445	25539	26667
2446	25546	26653
2447	25553	26639
2448	25561	26625
2449	25567	26611
2450	25575	26598
2451	25584	26585
2452	25593	26574
2453	25600	26560
2454	25608	26547
2455	25615	26533
2456	25623	26520
2457	25630	26505
2458	25638	26492
2459	25645	26479
2460	25652	26465
2461	25659	26451
2462	25666	26437
2463	25674	26424
2464	25681	26411
2465	25690	26399
2466	25698	26385
2467	25706	26372
2468	25713	26359
2469	25722	26346
2470	25729	26333
2471	25737	26320
2472	25744	26306
2473	25755	26296
2474	25763	26283
2475	25772	26271
2476	25780	26259
2477	25787	26245
2478	25796	26233
2479	25803	26219
2480	25811	26207
2481	25819	26193
2482	25827	26181
2483	25835	26168
2484	25844	26156
2485	25852	26143
2486	25860	26131
2487	25867	26117
2488	25875	26104
2489	25883	26091
2490	25890	26077
2491	25898	26065
2492	25905	26051
2493	25913	26038
2494	25921	26024
2495	25929	26012
2496	25936	25998
2497	25945	25986
2498	25952	25973
2499	25960	25960
2500	25968	25947
2501	25976	25935
2502	25983	25921
2503	25993	25909
2504	26000	25896
2505	26009	25885
2506	26016	25871
2507	26025	25859
2508	26033	25846
2509	26042	25834
2510	26049	25821
2511	26058	25809
2512	26065	25795
2513	26074	25783
2514	26081	25770
2515	26089	25757
2516	26097	25744
2517	26105	25732
2518	26113	25719
2519	26121	25706
2520	26128	25693
2521	26137	25681
2522	26144	25667
2523	26152	25654
2524	26159	25641
2525	26167	25628
2526	26175	25615
2527	26182	25602
2528	26190	25590
2529	26197	25576
2530	26207	25565
2531	26214	25552
2532	26223	25540
2533	26230	25526
2534	26239	25515
2535	26247	25502
2536	26255	25489
2537	26262	25476
2538	26271	25464
2539	26279	25451
2540	26287	25439
2541	26295	25426
2542	26303	25413
2543	26310	25400
2544	26319	25389
2545	26328	25377
2546	26337	25365
2547	26344	25352
2548	26353	25340
2549	26360	25326
2550	26369	25314
2551	26376	25301
2552	26385	25289
2553	26392	25276
2554	26401	25264
2555	26408	25251
2556	26417	25239
2557	26425	25226
2558	26434	25215
2559	26441	25202
2560	26463	25202
2561	26476	25194
2562	26484	25182
2563	26491	25168
2564	26499	25156
2565	26507	25143
2566	26516	25132
2567	26525	25120
2568	26533	25108
2569	26540	25095
2570	26549	25082
2571	26557	25070
2572	26566	25058
2573	26575	25047
2574	26583	25035
2575	26593	25024
2576	26602	25012
2577	26611	25001
2578	26619	24988
2579	26629	24978
2580	26637	24965
2581	26647	24955
2582	26656	24942
2583	26665	24931
2584	26674	24920
2585	26683	24908
2586	26692	24897
2587	26703	24887
2588	26718	24881
2589	26728	24871
2590	26737	24859
2591	26746	24848
2592	26761	24841
2593	26771	24831
2594	26784	24823
2595	26794	24812
2596	26804	24801
2597	26814	24791
2598	26824	24780
2599	26834	24769
2600	26844	24759
2601	26853	24748
2602	26864	24738
2603	26873	24727
2604	26884	24716
2605	26893	24706
2606	26903	24695
2607	26914	24685
2608	26924	24674
2609	26933	24663
2610	26944	24653
2611	26954	24642
2612	26964	24632
2613	26975	24622
2614	26984	24611
2615	26995	24601
2616	27004	24590
2617	27014	24579
2618	27026	24570
2619	27036	24560
2620	27046	24548
2621	27056	24539
2622	27067	24529
2623	27079	24520
2624	27092	24512
2625	27102	24502
2626	27112	24490
2627	27123	24481
2628	27133	24470
2629	27145	24462
2630	27156	24452
2631	27166	24441
2632	27182	24436
2633	27192	24425
2634	27212	24423
2635	27222	24413
2636	27234	24404
2637	27243	24393
2638	27253	24382
2639	27264	24373
2640	27275	24363
2641	27287	24354
2642	27299	24345
2643	27308	24334
2644	27319	24324
2645	27329	24313
2646	27339	24303
2647	27350	24292
2648	27360	24282
2649	27371	24272
2650	27382	24262
2651	27392	24252
2652	27403	24242
2653	27411	24230
2654	27420	24218
2655	27429	24207
2656	27438	24195
2657	27448	24185
2658	27456	24173
2659	27466	24162
2660	27476	24151
2661	27485	24139
2662	27495	24129
2663	27504	24117
2664	27514	24107
2665	27523	24095
2666	27532	24084
2667	27541	24073
2668	27550	24061
2669	27560	24050
2670	27568	24038
2671	27578	24027
2672	27587	24016
2673	27598	24006
2674	27608	23995
2675	27617	23984
2676	27627	23973
2677	27636	23962
2678	27647	23952
2679	27668	23951
2680	27682	23945
2681	27693	23934
2682	27703	23924
2683	27712	23913
2684	27722	23901
2685	27730	23890
2686	27740	23878
2687	27749	23867
2688	27758	23856
2689	27768	23845
2690	27777	23834
2691	27786	23823
2692	27795	23811
2693	27805	23800
2694	27815	23790
2695	27825	23779
2696	27834	23768
2697	27843	23756
2698	27853	23745
2699	27862	23734
2700	27872	23724
2701	27881	23712
2702	27891	23702
2703	27901	23691
2704	27910	23680
2705	27920	23669
2706	27928	23657
2707	27938	23646
2708	27947	23635
2709	27956	23623
2710	27966	23613
2711	27975	23601
2712	27985	23591
2713	27994	23579
2714	28004	23568
2715	28013	23558
2716	28023	23547
2717	28033	23536
2718	28043	23526
2719	28052	23514
2720	28062	23503
2721	28071	23492
2722	28081	23481
2723	28091	23471
2724	28100	23459
2725	28110	23449
2726	28118	23437
2727	28129	23427
2728	28138	23416
2729	28147	23404
2730	28156	23393
2731	28165	23381
2732	28175	23371
2733	28185	23361
2734	28197	23351
2735	28211	23344
2736	28220	23333
2737	28232	23324
2738	28249	23319
2739	28260	23309
2740	28269	23298
2741	28279	23287
2742	28288	23276
2743	28298	23265
2744	28310	23256
2745	28318	23244
2746	28329	23235
2747	28339	23224
2748	28348	23212
2749	28358	23202
2750	28365	23189
2751	28375	23178
2752	28383	23166
2753	28391	23154
2754	28399	23141
2755	28407	23129
2756	28414	23117
2757	28424	23106
2758	28432	23094
2759	28440	23082
2760	28450	23071
2761	28459	23059
2762	28468	23048
2763	28476	23036
2764	28485	23025
2765	28493	23013
2766	28503	23002
2767	28511	22990
2768	28521	22980
2769	28533	22970
2770	28545	22961
2771	28556	22952
2772	28566	22941
2773	28575	22930
2774	28586	22920
2775	28600	22913
2776	28616	22907
2777	28626	22897
2778	28640	22889
2779	28653	22881
2780	28663	22871
2781	28672	22859
2782	28684	22850
2783	28692	22838
2784	28703	22828
2785	28713	22818
2786	28725	22808
2787	28743	22804
2788	28752	22794
2789	28763	22783
2790	28772	22773
2791	28785	22764
2792	28795	22753
2793	28804	22742
2794	28816	22733
2795	28826	22722
2796	28837	22712
2797	28851	22705
2798	28862	22695
2799	28870	22684
2800	28882	22674
2801	28891	22663
2802	28901	22653
2803	28912	22643
2804	28921	22631
2805	28931	22621
2806	28941	22610
2807	28949	22599
2808	28962	22590
2809	28978	22584
2810	28993	22578
2811	29006	22570
2812	29027	22567
2813	29044	22562
2814	29063	22558
2815	29076	22550
2816	29092	22545
2817	29105	22536
2818	29117	22527
2819	29131	22520
2820	29149	22516
2821	29168	22512
2822	29179	22501
2823	29191	22492
2824	29204	22484
2825	29215	22474
2826	29225	22464
2827	29235	22453
2828	29243	22442
2829	29254	22431
2830	29262	22419
2831	29273	22409
2832	29281	22397
2833	29290	22386
2834	29300	22375
2835	29308	22363
2836	29321	22355
2837	29330	22343
2838	29341	22333
2839	29358	22329
2840	29379	22326
2841	29390	22317
2842	29399	22305
2843	29410	22295
2844	29420	22285
2845	29429	22273
2846	29442	22265
2847	29451	22254
2848	29459	22242
2849	29470	22232
2850	29478	22220
2851	29489	22209
2852	29498	22198
2853	29507	22187
2854	29517	22176
2855	29526	22165
2856	29537	22155
2857	29545	22143
2858	29555	22132
2859	29569	22125
2860	29579	22114
2861	29588	22103
2862	29597	22092
2863	29606	22080
2864	29618	22071
2865	29626	22059
2866	29636	22048
2867	29647	22039
2868	29656	22027
2869	29668	22018
2870	29678	22008
2871	29688	21997
2872	29701	21988
2873	29712	21979
2874	29721	21968
2875	29733	21959
2876	29743	21948
2877	29753	21937
2878	29765	21928
2879	29776	21919
2880	29785	21907
2881	29798	21899
2882	29807	21887
2883	29819	21878
2884	29831	21869
2885	29841	21858
2886	29851	21848
2887	29864	21839
2888	29874	21829
2889	29883	21818
2890	29895	21808
2891	29904	21797
2892	29914	21786
2893	29924	21776
2894	29933	21765
2895	29946	21756
2896	29957	21747
2897	29967	21736
2898	29980	21727
2899	29993	21719
2900	30000	21707
2901	30012	21697
2902	30023	21687
2903	30034	21677
2904	30045	21667
2905	30057	21658
2906	30065	21646
2907	30077	21637
2908	30089	21628
2909	30098	21616
2910	30109	21607
2911	30119	21596
2912	30128	21585
2913	30140	21575
2914	30150	21565
2915	30158	21553
2916	30168	21543
2917	30177	21531
2918	30187	21521
2919	30196	21509
2920	30205	21498
2921	30214	21487
2922	30223	21476
2923	30234	21465
2924	30242	21453
2925	30251	21442
2926	30259	21431
2927	30270	21420
2928	30278	21409
2929	30287	21397
2930	30296	21386
2931	30304	21374
2932	30313	21362
2933	30321	21350
2934	30330	21339
2935	30346	21333
2936	30360	21325
2937	30368	21313
2938	30378	21302
2939	30385	21290
2940	30395	21280
2941	30405	21269
2942	30414	21257
2943	30421	21245
2944	30430	21234
2945	30438	21222
2946	30447	21211
2947	30455	21198
2948	30463	21187
2949	30471	21174
2950	30480	21163
2951	30488	21152
2952	30501	21143
2953	30514	21134
2954	30524	21124
2955	30535	21114
2956	30548	21106
2957	30563	21099
2958	30584	21095
2959	30597	21087
2960	30610	21078
2961	30622	21069
2962	30632	21059
2963	30646	21051
2964	30662	21044
2965	30679	21038
2966	30697	21033
2967	30714	21028
2968	30731	21022
2969	30760	21024
2970	30777	21018
2971	30790	21010
2972	30803	21002
2973	30819	20995
2974	30834	20988
2975	30861	20989
2976	30877	20982
2977	30895	20977
2978	30908	20968
2979	30930	20966
2980	30943	20957
2981	30961	20952
2982	30976	20945
2983	30993	20939
2984	31008	20932
2985	31021	20923
2986	31032	20913
2987	31043	20903
2988	31058	20895
2989	31071	20887
2990	31090	20883
2991	31103	20873
2992	31119	20867
2993	31129	20857
2994	31141	20847
2995	31155	20839
2996	31171	20832
2997	31183	20823
2998	31194	20813
2999	31207	20804
3000	31220	20796
3001	31232	20786
3002	31241	20775
3003	31252	20765
3004	31263	20755
3005	31274	20745
3006	31290	20738
3007	31307	20732
3008	31319	20723
3009	31333	20715
3010	31344	20705
3011	31355	20695
3012	31367	20685
3013	31381	20678
3014	31397	20671
3015	31407	20660
3016	31421	20652
3017	31436	20644
3018	31450	20637
3019	31467	20630
3020	31479	20621
3021	31489	20610
3022	31499	20600
3023	31512	20591
3024	31523	20581
3025	31532	20569
3026	31544	20560
3027	31555	20550
3028	31564	20539
3029	31576	20530
3030	31585	20518
3031	31595	20507
3032	31608	20498
3033	31616	20486
3034	31627	20476
3035	31637	20466
3036	31646	20454
3037	31659	20446
3038	31668	20434
3039	31678	20424
3040	31690	20414
3041	31698	20403
3042	31709	20392
3043	31719	20382
3044	31728	20370
3045	31739	20361
3046	31747	20349
3047	31758	20338
3048	31768	20328
3049	31777	20316
3050	31789	20307
3051	31799	20296
3052	31808	20285
3053	31819	20275
3054	31827	20263
3055	31838	20253
3056	31848	20242
3057	31856	20230
3058	31868	20221
3059	31876	20209
3060	31888	20199
3061	31899	20189
3062	31908	20178
3063	31919	20168
3064	31929	20157
3065	31938	20146
3066	31953	20139
3067	31965	20129
3068	31987	20126
3069	31995	20114
3070	32008	20105
3071	32018	20095
3072	32028	20084
3073	32040	20074
3074	32048	20063
3075	32057	20051
3076	32066	20040
3077	32075	20028
3078	32084	20017
3079	32092	20005
3080	32102	19994
3081	32109	19982
3082	32118	19971
3083	32126	19959
3084	32135	19947
3085	32143	19935
3086	32151	19924
3087	32159	19912
3088	32168	19900
3089	32176	19888
3090	32184	19877
3091	32199	19869
3092	32207	19857
3093	32216	19846
3094	32224	19834
3095	32233	19822
3096	32241	19811
3097	32249	19799
3098	32259	19788
3099	32267	19776
3100	32275	19764
3101	32283	19752
3102	32290	19740
3103	32298	19728
3104	32306	19717
3105	32316	19706
3106	32323	19693
3107	32332	19682
3108	32340	19670
3109	32348	19658
3110	32356	19646
3111	32364	19634
3112	32371	19622
3113	32379	19610
3114	32386	19598
3115	32395	19587
3116	32403	19574
3117	32411	19563
3118	32418	19551
3119	32428	19540
3120	32435	19528
3121	32444	19516
3122	32452	19504
3123	32460	19493
3124	32468	19481
3125	32477	19469
3126	32484	19457
3127	32493	19445
3128	32500	19433
3129	32509	19422
3130	32516	19410
3131	32526	19399
3132	32533	19387
3133	32542	19375
3134	32550	19363
3135	32558	19352
3136	32565	19340
3137	32574	19328
3138	32581	19316
3139	32590	19305
3140	32597	19292
3141	32606	19281
3142	32614	19269
3143	32624	19258
3144	32632	19247
3145	32642	19236
3146	32655	19227
3147	32663	19216
3148	32676	19207
3149	32688	19198
3150	32697	19186
3151	32708	19176
3152	32717	19165
3153	32726	19154
3154	32739	19145
3155	32748	19134
3156	32758	19123
3157	32771	19114
3158	32779	19103
3159	32791	19093
3160	32804	19084
3161	32813	19073
3162	32825	19064
3163	32836	19054
3164	32857	19050
3165	32867	19039
3166	32876	19028
3167	32888	19018
3168	32900	19009
3169	32909	18998
3170	32919	18987
3171	32928	18976
3172	32937	18965
3173	32945	18953
3174	32954	18942
3175	32964	18931
3176	32972	18919
3177	32982	18909
3178	32990	18897
3179	32999	18886
3180	33007	18874
3181	33017	18863
3182	33036	18858
3183	33063	18857
3184	33072	18846
3185	33082	18836
3186	33090	18824
3187	33099	18813
3188	33107	18801
3189	33116	18790
3190	33125	18779
3191	33134	18768
3192	33143	18756
3193	33151	18745
3194	33161	18734
3195	33169	18722
3196	33181	18713
3197	33191	18702
