iter	MultiClass
1506	0.04623066726
1507	0.0461888016
1508	0.04616910599
1509	0.04614132178
1510	0.046091947
1511	0.04606608788
1512	0.04601820268
1513	0.04594001072
1514	0.04591498053
1515	0.04587426537
1516	0.04581331319
1517	0.04576172007
1518	0.04571778503
1519	0.04567278174
1520	0.04564100588
1521	0.04560321372
1522	0.04555196225
1523	0.0455178149
1524	0.04547243739
1525	0.04544259698
1526	0.04539926985
1527	0.04538187761
1528	0.04534805614
1529	0.04529656179
1530	0.04525206508
1531	0.04520587063
1532	0.04515852318
1533	0.04513232959
1534	0.04508586281
1535	0.04504336768
1536	0.04500525849
1537	0.04496531909
1538	0.04491670382
1539	0.04485670321
1540	0.04481998873
1541	0.04478640897
1542	0.04472703121
1543	0.04467923368
1544	0.04462784013
1545	0.04456332615
1546	0.04453761831
1547	0.04449136155
1548	0.04446997241
1549	0.04443823421
1550	0.04439803885
1551	0.04437319941
1552	0.04433169274
1553	0.04430064813
1554	0.0442677947
1555	0.04422711636
1556	0.04415051363
1557	0.04408930117
1558	0.04403866824
1559	0.04398739497
1560	0.04393017579
1561	0.04387259091
1562	0.04385067964
1563	0.04381732699
1564	0.04380391773
1565	0.04375643245
1566	0.04372872552
1567	0.04369666888
1568	0.04366891854
1569	0.04362651532
1570	0.04358795589
1571	0.0435522298
1572	0.0434887905
1573	0.04345060037
1574	0.04343797979
1575	0.04338238952
1576	0.04335569517
1577	0.0433232656
1578	0.04329982953
1579	0.04326476891
1580	0.04323383904
1581	0.04318960258
1582	0.04313310736
1583	0.0430910054
1584	0.04306077397
1585	0.04302435127
1586	0.04299475136
1587	0.04295325122
1588	0.04290797318
1589	0.04286006619
1590	0.04281607695
1591	0.04278414446
1592	0.04274551043
1593	0.04271906123
1594	0.04268981713
1595	0.04261768335
1596	0.04258596042
1597	0.0425455013
1598	0.0424969043
1599	0.04247005812
1600	0.04244868036
1601	0.04242184406
1602	0.04237579399
1603	0.04233367169
1604	0.04231457737
1605	0.04227047435
1606	0.04223953493
1607	0.04218443274
1608	0.04213599163
1609	0.04208399868
1610	0.04206432515
1611	0.04204521484
1612	0.04201515665
1613	0.04197881086
1614	0.04195916816
1615	0.04191236347
1616	0.04188396865
1617	0.04185283147
1618	0.04180875609
1619	0.04177283211
1620	0.04173526254
1621	0.04167315757
1622	0.04165440564
1623	0.04159237889
1624	0.04154086151
1625	0.041503369
1626	0.04146734141
1627	0.04143692718
1628	0.04139488745
1629	0.04134293738
1630	0.04130718407
1631	0.04125978139
1632	0.04119605489
1633	0.04116360465
1634	0.04111831797
1635	0.04109370441
1636	0.04105340506
1637	0.04101200793
1638	0.04096814913
1639	0.04091011914
1640	0.04088200558
1641	0.04086046029
1642	0.04084246934
1643	0.04079822419
1644	0.0407833185
1645	0.04072118948
1646	0.04067331696
1647	0.04064382357
1648	0.04060103425
1649	0.04057474578
1650	0.04054968598
1651	0.04051401578
1652	0.04046911223
1653	0.04042060687
1654	0.04038661703
1655	0.04034734621
1656	0.04030636405
1657	0.04028183455
1658	0.04024869928
1659	0.04022035074
1660	0.0402039576
1661	0.0401569209
1662	0.04013093574
1663	0.04008976868
1664	0.04005661361
1665	0.04001490255
1666	0.03998540315
1667	0.03996279086
1668	0.03993912238
1669	0.03990538122
1670	0.03987263004
1671	0.0398331807
1672	0.03980857414
1673	0.03977723504
1674	0.03973421376
1675	0.03970992248
1676	0.03968059626
1677	0.03963972124
1678	0.03960383804
1679	0.03956964698
1680	0.03954991637
1681	0.03952738165
1682	0.0395108532
1683	0.03948071103
1684	0.03944269683
1685	0.03939523414
1686	0.03935555965
1687	0.03932736263
1688	0.03928100229
1689	0.03924682226
1690	0.03921902049
1691	0.03915839542
1692	0.03913488517
1693	0.03910703915
1694	0.03907324734
1695	0.03902351788
1696	0.03899438532
1697	0.03897794002
1698	0.03895883332
1699	0.03890439118
1700	0.03886969251
1701	0.03883175288
1702	0.03880013995
1703	0.03874115568
1704	0.03870976293
1705	0.03867228693
1706	0.03864414602
1707	0.03861330222
1708	0.03858118937
1709	0.03854810598
1710	0.03853244518
1711	0.03849979191
1712	0.03846862048
1713	0.03843412128
1714	0.03840598388
1715	0.03837069227
1716	0.03835490683
1717	0.03833462918
1718	0.03829410579
1719	0.03824148675
1720	0.03820457138
1721	0.03817562193
1722	0.03812300905
1723	0.03806581217
1724	0.03804240224
1725	0.03801475275
1726	0.03799123715
1727	0.03796481032
1728	0.03792686515
1729	0.03789160602
1730	0.03786156026
1731	0.03781104645
1732	0.0377800332
1733	0.03774810968
1734	0.0377066861
1735	0.03768378367
1736	0.03764475093
1737	0.03760912008
1738	0.03757906424
1739	0.03756437163
1740	0.03752337818
1741	0.03750346358
1742	0.03746474222
1743	0.03743091522
1744	0.03740931999
1745	0.03738517006
1746	0.03734108862
1747	0.03730873982
1748	0.03727961471
1749	0.03724102269
1750	0.0372070499
1751	0.0371719771
1752	0.0371436129
1753	0.0371089312
1754	0.03708118239
1755	0.03704070001
1756	0.03701747776
1757	0.03697572489
1758	0.03696142957
1759	0.03691331821
1760	0.036866969
1761	0.03683680384
1762	0.03680231963
1763	0.03675898827
1764	0.03673667401
1765	0.03669581614
1766	0.03667541728
1767	0.03664603366
1768	0.03661816156
1769	0.03659028025
1770	0.03655883089
1771	0.03654042231
1772	0.03650279809
1773	0.03647387926
1774	0.03643995139
1775	0.03641323945
1776	0.03638356781
1777	0.03636512918
1778	0.03631099571
1779	0.03626816818
1780	0.03623195617
1781	0.03620589733
1782	0.03617047042
1783	0.03614201411
1784	0.03612350009
1785	0.0360772767
1786	0.03604783766
1787	0.03602958464
1788	0.03601022552
1789	0.0359790816
1790	0.03593855176
1791	0.0359188834
1792	0.03590452774
1793	0.03588910228
1794	0.03585919632
1795	0.03583066578
1796	0.03578231194
1797	0.03575758898
1798	0.03574414119
1799	0.03571910408
1800	0.03569061909
1801	0.03565958603
1802	0.03563191555
1803	0.03561674995
1804	0.0355836175
1805	0.03554911476
1806	0.0355427492
1807	0.03552080671
1808	0.03548799317
1809	0.03546676458
1810	0.03543321059
1811	0.0354007894
1812	0.03538174598
1813	0.03534469193
1814	0.03531504931
1815	0.03529936313
1816	0.03525609799
1817	0.03523193639
1818	0.03519096044
1819	0.03516488482
1820	0.03515060004
1821	0.03513000508
1822	0.03510543187
1823	0.03507296226
1824	0.03504986128
1825	0.03499580095
1826	0.0349776614
1827	0.0349310662
1828	0.03490283385
1829	0.03487771749
1830	0.03484880436
1831	0.03481960664
1832	0.03478254092
1833	0.03475984974
1834	0.03472970218
1835	0.03470050997
1836	0.03465080534
1837	0.03461668695
1838	0.03458573631
1839	0.03456876242
1840	0.03455398456
1841	0.03452336342
1842	0.03449110466
1843	0.03445393711
1844	0.03444133809
1845	0.03441280497
1846	0.03437119933
1847	0.03432007711
1848	0.03429079794
1849	0.03426444004
1850	0.03425521772
1851	0.03423751679
1852	0.03420493951
1853	0.03418084386
1854	0.03415821326
1855	0.03413392247
1856	0.03409684512
1857	0.03407393083
1858	0.03405078141
1859	0.03403144452
1860	0.03399542266
1861	0.03396501043
1862	0.0339323654
1863	0.03390421444
1864	0.03386155467
1865	0.03383926379
1866	0.03380639016
1867	0.03376951564
1868	0.03374039067
1869	0.03372100726
1870	0.03366609963
1871	0.03364842971
1872	0.03361591403
1873	0.0335991838
1874	0.03357470463
1875	0.03354572468
1876	0.0335299923
1877	0.03350940448
1878	0.03348594449
1879	0.03346853736
1880	0.03343205262
1881	0.03340547354
1882	0.03338186133
1883	0.0333480819
1884	0.03332999231
1885	0.03330980952
1886	0.03327949417
1887	0.0332443443
1888	0.03322113092
1889	0.03319191635
1890	0.03316656877
1891	0.03313526165
1892	0.03311687863
1893	0.0330870404
1894	0.0330654022
1895	0.03302383616
1896	0.03299252031
1897	0.03295995867
1898	0.03293959704
1899	0.03291808344
1900	0.03289546588
1901	0.03287788721
1902	0.03285310421
1903	0.03281489132
1904	0.03279329712
1905	0.03277501763
1906	0.03274402138
1907	0.0327206539
1908	0.03270769549
1909	0.0326778403
1910	0.03265059095
1911	0.03263214644
1912	0.03262434459
1913	0.03260915689
1914	0.03258000749
1915	0.03256991244
1916	0.03254800711
1917	0.03252484117
1918	0.03249688634
1919	0.03247252227
1920	0.03245774614
1921	0.03243346858
1922	0.0324103579
1923	0.03238602112
1924	0.03235216871
1925	0.03232273935
1926	0.03231122999
1927	0.0322812462
1928	0.03226575349
1929	0.03225035344
1930	0.03222835931
1931	0.03220647745
1932	0.03218383614
1933	0.03215733414
1934	0.0321342646
1935	0.03209784043
1936	0.03207375051
1937	0.03204741985
1938	0.03202984767
1939	0.03200452107
1940	0.03198382289
1941	0.03195871279
1942	0.03194319765
1943	0.03191045279
1944	0.03189187563
1945	0.03187148999
1946	0.03185044424
1947	0.03182550419
1948	0.0318086536
1949	0.03178328687
1950	0.03175919535
1951	0.0317404286
1952	0.03170332816
1953	0.03168978637
1954	0.03165613106
1955	0.03162440786
1956	0.03160044062
1957	0.03158791675
1958	0.03156933023
1959	0.03154265722
1960	0.03152901566
1961	0.03149279143
1962	0.0314756907
1963	0.03145566478
1964	0.03143131058
1965	0.0314173605
1966	0.03140234521
1967	0.03139491051
1968	0.03137958613
1969	0.03135142053
1970	0.03131565595
1971	0.03128166323
1972	0.03126330801
1973	0.03124217481
1974	0.0312090211
1975	0.03119212062
1976	0.03116341379
1977	0.03114537949
1978	0.03113201688
1979	0.03110774507
1980	0.0310927234
1981	0.0310700563
1982	0.03105672081
1983	0.0310337268
1984	0.03100755616
1985	0.03099052664
1986	0.03096746455
1987	0.03093620452
1988	0.03092298416
1989	0.03091236039
1990	0.03089708593
1991	0.0308753602
1992	0.03084782819
1993	0.03083861697
1994	0.03081037043
1995	0.03079226696
1996	0.03075873443
1997	0.0307375688
1998	0.03071488028
1999	0.03069446756
2000	0.03065976379
2001	0.03064729834
2002	0.03061946176
2003	0.03061013072
2004	0.03057865504
2005	0.03056549431
2006	0.030548167
2007	0.03052717739
2008	0.0305069659
2009	0.03048035065
2010	0.03046860572
2011	0.03044082711
2012	0.03041335342
2013	0.03038483611
2014	0.03037653651
2015	0.03035907393
2016	0.03033241304
2017	0.03030609275
2018	0.03028556738
2019	0.03026943532
2020	0.03025188294
2021	0.03023592035
2022	0.03021602172
2023	0.0301927399
2024	0.03016031123
2025	0.03013668056
2026	0.03011807655
2027	0.0300966724
2028	0.03007117595
2029	0.03005013039
2030	0.03002791518
2031	0.03000800452
2032	0.02998075161
2033	0.02996177543
2034	0.02992978914
2035	0.02991573844
2036	0.02989533833
2037	0.02987713413
2038	0.02986657309
2039	0.02985131471
2040	0.0298415838
2041	0.0298212073
2042	0.02979251533
2043	0.02976208631
2044	0.02973805071
2045	0.02971046318
2046	0.02968629126
2047	0.02965930407
2048	0.02963457357
2049	0.02962314769
2050	0.02958921019
2051	0.02956527104
2052	0.02954176274
2053	0.02951669996
2054	0.0294993828
2055	0.0294799564
2056	0.02945733049
2057	0.02943220487
2058	0.02942088276
2059	0.02940143854
2060	0.02937431577
2061	0.029355971
2062	0.02933843365
2063	0.0293219877
2064	0.02930087251
2065	0.02927901765
2066	0.02926366014
2067	0.02924329567
2068	0.02921143378
2069	0.02918892246
2070	0.02915737536
2071	0.02912175529
2072	0.02909369347
2073	0.02908133522
2074	0.02906312691
2075	0.02903601726
2076	0.02899865663
2077	0.02898048074
2078	0.02894815162
2079	0.02893353139
2080	0.02891745254
2081	0.02888477531
2082	0.02886071074
2083	0.02883278687
2084	0.02880768205
2085	0.02878707999
2086	0.0287748597
2087	0.02875357206
2088	0.02872325213
2089	0.02871225539
2090	0.02868398318
2091	0.02866573018
2092	0.02865088947
2093	0.02863159161
2094	0.028620104
2095	0.02860459133
2096	0.02859883346
2097	0.02857945976
2098	0.02855957975
2099	0.02854367042
2100	0.02853355507
2101	0.02851853006
2102	0.0285068489
2103	0.02848049941
2104	0.02846602008
2105	0.02844773878
2106	0.02842972706
2107	0.02841839136
2108	0.02840402827
2109	0.02839237639
2110	0.02836680594
2111	0.02835505013
2112	0.02834789297
2113	0.02833437745
2114	0.0283165315
2115	0.02829814747
2116	0.02827265779
2117	0.02825070273
2118	0.02823561655
2119	0.02821927692
2120	0.02821096169
2121	0.02819220359
2122	0.02817510776
2123	0.02813669814
2124	0.02810103098
2125	0.02808363687
2126	0.02805461323
2127	0.0280393875
2128	0.02801869174
2129	0.02799542806
2130	0.02797510082
2131	0.02796394231
2132	0.02793687298
2133	0.02792045195
2134	0.02789996293
2135	0.02788394933
2136	0.02786393461
2137	0.02784640067
2138	0.02783395707
2139	0.02781028314
2140	0.02779068135
2141	0.02777805962
2142	0.02776656348
2143	0.02774267032
2144	0.02772623621
2145	0.02771890737
2146	0.02771334334
2147	0.02770053564
2148	0.02767210099
2149	0.02765286059
2150	0.02763612415
2151	0.02761826298
2152	0.02759842149
2153	0.02757131332
2154	0.0275568615
2155	0.02753613524
2156	0.02751426058
2157	0.02749949642
2158	0.02747476779
2159	0.02746214986
2160	0.02743821772
2161	0.02741604048
2162	0.02739891727
2163	0.02738073681
2164	0.02735936682
2165	0.02734059751
2166	0.02732047214
2167	0.02730805888
2168	0.02728545659
2169	0.0272633822
2170	0.02724707932
2171	0.027227203
2172	0.02720906636
2173	0.02719030918
2174	0.02716601322
2175	0.0271548474
2176	0.02714516269
2177	0.02712935127
2178	0.02710629708
2179	0.02708855853
2180	0.02707505322
2181	0.02705857966
2182	0.02703615573
2183	0.02701395679
2184	0.02699451661
2185	0.02697521989
2186	0.02696403736
2187	0.02694254499
2188	0.02692249259
2189	0.02690060624
2190	0.02688726153
2191	0.02685720752
2192	0.02684411654
2193	0.02683331442
2194	0.02681354504
2195	0.02679731705
2196	0.02677458362
2197	0.0267459957
2198	0.02672973027
2199	0.02672070812
2200	0.02669882054
2201	0.02668600372
2202	0.0266694157
2203	0.0266570309
2204	0.02663400713
2205	0.02662394024
2206	0.02661125931
2207	0.02659958034
2208	0.02656502773
2209	0.02654338402
2210	0.02653024802
2211	0.02651439534
2212	0.02650145566
2213	0.02647452895
2214	0.02646495675
2215	0.02644387695
2216	0.02642867084
2217	0.02641805828
2218	0.02639822098
2219	0.02638287904
2220	0.02637110792
2221	0.02635390826
2222	0.02633875128
2223	0.02631816221
2224	0.02630753264
2225	0.02629691714
2226	0.02627902411
2227	0.02626508989
2228	0.02624268678
2229	0.02622219625
2230	0.02620358387
2231	0.02619360652
2232	0.0261695993
2233	0.02615509725
2234	0.02614101639
2235	0.02611963444
2236	0.02610973985
2237	0.02610392308
2238	0.02608497988
2239	0.02605564184
2240	0.02603543011
2241	0.02601594603
2242	0.02600127761
2243	0.02599150443
2244	0.0259679187
2245	0.02594551373
2246	0.02592435394
2247	0.02590403198
2248	0.02588737502
2249	0.02586531573
2250	0.02585370705
2251	0.02584107496
2252	0.02583178683
2253	0.02581488488
2254	0.02579237998
2255	0.02577276966
2256	0.02575735571
2257	0.0257356916
2258	0.02571295366
2259	0.02570166712
2260	0.02568810098
2261	0.0256745779
2262	0.0256557225
2263	0.02564488273
2264	0.0256338861
2265	0.02561749394
2266	0.02559847936
2267	0.02558173022
2268	0.02556325354
2269	0.02554667101
2270	0.02552888933
2271	0.02551765288
2272	0.02550187967
2273	0.02548868176
2274	0.02546566304
2275	0.0254535285
2276	0.02544110333
2277	0.02542581283
2278	0.02541245333
2279	0.02539491133
2280	0.02537627996
2281	0.02535130396
2282	0.02533779336
2283	0.02532129055
2284	0.0253089575
2285	0.02530141149
2286	0.02528714997
2287	0.02527408348
2288	0.02525737887
2289	0.02524462746
2290	0.0252237255
2291	0.02520282791
2292	0.02518099875
2293	0.02516732019
2294	0.02514731283
2295	0.02513790252
2296	0.02512805879
2297	0.02511433612
2298	0.02509835185
2299	0.02508637209
2300	0.02506817066
2301	0.02504629665
2302	0.02503315637
2303	0.02500886593
2304	0.02499733553
2305	0.0249686209
2306	0.02495215664
2307	0.02492423752
2308	0.02490970413
2309	0.02489103536
2310	0.02487399643
2311	0.02485415743
2312	0.02484155757
2313	0.02482710425
2314	0.02481216588
2315	0.02480272986
2316	0.02478646517
2317	0.02477975001
2318	0.02476943809
2319	0.02476137421
2320	0.02474978421
2321	0.02473758762
2322	0.02471963375
2323	0.02470162922
2324	0.02468445167
2325	0.02467175577
2326	0.02465839734
2327	0.02464356571
2328	0.02463051528
2329	0.02461871825
2330	0.02459568198
2331	0.02458508024
2332	0.02456372763
2333	0.02453836063
2334	0.02452606093
2335	0.02451635832
2336	0.02449538246
2337	0.02448509587
2338	0.02445878068
2339	0.02444575218
2340	0.02442834814
2341	0.02441551986
2342	0.02439101757
2343	0.02437432544
2344	0.02436251176
2345	0.02435015778
2346	0.02433093197
2347	0.02431191207
2348	0.02428713954
2349	0.02427821933
2350	0.02426885701
2351	0.02425381686
2352	0.02422253446
2353	0.0242158699
2354	0.02420579633
2355	0.02419097561
2356	0.02417506108
2357	0.02416357452
2358	0.02415157771
2359	0.02413605539
2360	0.02412085529
2361	0.0241026258
2362	0.02408461738
2363	0.02406548736
2364	0.02405172508
2365	0.02403539617
2366	0.02401530995
2367	0.02400906686
2368	0.02399248708
2369	0.02397801579
2370	0.02396475198
2371	0.02394923274
2372	0.02393182027
2373	0.02392136432
2374	0.02391100344
2375	0.02388490606
2376	0.02387172095
2377	0.02385274827
2378	0.02383657858
2379	0.02381701096
2380	0.02380757416
2381	0.02378609145
2382	0.0237687969
2383	0.02375507465
2384	0.02373579378
2385	0.02372129313
2386	0.02370799761
2387	0.02370230145
2388	0.02368363703
2389	0.02366997184
2390	0.02365055993
2391	0.02363394013
2392	0.02361962971
2393	0.02360538831
2394	0.02359871682
2395	0.02359028817
2396	0.02357956488
2397	0.02356273896
2398	0.02355349064
2399	0.02353768269
2400	0.02352707651
2401	0.0235081344
2402	0.0234951676
2403	0.02347929145
2404	0.02346850214
2405	0.02344974629
2406	0.02343785603
2407	0.02342780283
2408	0.02340917256
2409	0.02340307455
2410	0.02339509816
2411	0.02337877606
2412	0.02337320776
2413	0.02335549766
2414	0.02333987023
2415	0.02332968661
2416	0.02331365915
2417	0.02329334066
2418	0.02327942229
2419	0.02326102542
2420	0.02325007863
2421	0.02323283469
2422	0.02322202833
2423	0.02321020818
2424	0.02319538221
2425	0.02317444265
2426	0.02315489932
2427	0.02314178114
2428	0.02313286158
2429	0.02312267788
2430	0.02311122083
2431	0.02310011617
2432	0.02308485915
2433	0.02306879333
2434	0.02305143049
2435	0.02303846537
2436	0.02302873488
2437	0.02301814283
2438	0.02300685707
2439	0.02298968658
2440	0.02297589355
2441	0.02296183368
2442	0.0229425568
2443	0.02292595946
2444	0.02291213114
2445	0.0228993614
2446	0.02288795011
2447	0.02287340878
2448	0.02285770606
2449	0.02284828819
2450	0.02284081066
2451	0.02282717158
2452	0.02280608482
2453	0.02279758022
2454	0.02278654982
2455	0.02277567394
2456	0.02276708748
2457	0.02275796251
2458	0.02274641441
2459	0.02273414063
2460	0.02272120166
2461	0.0227045441
2462	0.02269059945
2463	0.02267384242
2464	0.02265209763
2465	0.02263519514
2466	0.02262853541
2467	0.02260924549
2468	0.02259283313
2469	0.02257143413
2470	0.02255343594
2471	0.02254163343
2472	0.02252407752
2473	0.02251233941
2474	0.02249747834
2475	0.02247862185
2476	0.0224611632
2477	0.02245379978
2478	0.02244114831
2479	0.02242847018
2480	0.02241055479
2481	0.02239996026
2482	0.02237954642
2483	0.0223658593
2484	0.02235364767
2485	0.02233826292
2486	0.02232039383
2487	0.02230713405
2488	0.02230038714
2489	0.02227746614
2490	0.02226816176
2491	0.02224941111
2492	0.0222378152
2493	0.02222727286
2494	0.02220810177
2495	0.02219314493
2496	0.02218714944
2497	0.02216793237
2498	0.02215933021
2499	0.02214271875
2500	0.0221323248
2501	0.02211288223
2502	0.02210133599
2503	0.02208168263
2504	0.02206389035
2505	0.02205702678
2506	0.02204836834
2507	0.022035397
2508	0.02202353511
2509	0.02200559082
2510	0.02199714944
2511	0.02198322654
2512	0.02196923437
2513	0.02195630594
2514	0.02193663119
2515	0.02192312879
2516	0.02191714085
2517	0.02190576112
2518	0.02189589501
2519	0.02188681955
2520	0.02187689235
2521	0.02186555793
2522	0.02185058219
2523	0.02183604909
2524	0.02181861061
2525	0.02181354177
2526	0.02180097036
2527	0.02178454625
2528	0.02177532433
2529	0.02176580261
2530	0.02175379772
2531	0.02173493411
2532	0.02171748215
2533	0.02170806407
2534	0.02169431455
2535	0.02168388839
2536	0.02167072457
2537	0.02165887039
2538	0.02164479989
2539	0.02163246018
2540	0.02162403491
2541	0.02161057279
2542	0.02159989041
2543	0.02158476363
2544	0.0215672456
2545	0.02155041766
2546	0.02154466946
2547	0.02153463138
2548	0.0215234403
2549	0.02150974696
2550	0.02149357155
2551	0.02148137226
2552	0.02146627221
2553	0.02145418927
2554	0.02143999213
2555	0.02143387457
2556	0.02142429595
2557	0.02141796656
2558	0.02140810533
2559	0.02139774299
2560	0.02139012705
2561	0.02137700769
2562	0.02136361889
2563	0.02135231825
2564	0.02134144107
2565	0.02133469247
2566	0.02132908496
2567	0.02131436971
2568	0.02130473162
2569	0.02128771798
2570	0.0212672752
2571	0.02125088959
2572	0.02124030666
2573	0.02122715312
2574	0.02122076241
2575	0.02121067691
2576	0.02119307005
2577	0.02118317946
2578	0.02117214643
2579	0.02116257351
2580	0.02115383042
2581	0.02114035616
2582	0.0211292582
2583	0.02112083421
2584	0.02110952744
2585	0.021096981
2586	0.02108875124
2587	0.02108390449
2588	0.02107424607
2589	0.02106207768
2590	0.02105641556
2591	0.02104480059
2592	0.02103310988
2593	0.02102234782
2594	0.02100574775
2595	0.02099503472
2596	0.02098794698
2597	0.02098264987
2598	0.02097157202
2599	0.02096556975
2600	0.02095471918
2601	0.02093928971
2602	0.02092603729
2603	0.02091766542
2604	0.02090726898
2605	0.02090322354
2606	0.02088562787
2607	0.0208787684
2608	0.02086259287
2609	0.02085416051
2610	0.02083783495
2611	0.02082711599
2612	0.02081681884
2613	0.0208029913
2614	0.02078760439
2615	0.02077954302
2616	0.02076384907
2617	0.02075259733
2618	0.02074360253
2619	0.02073570019
2620	0.02072941441
2621	0.02071775876
2622	0.02070539235
2623	0.02069536675
2624	0.02068320171
2625	0.02067460392
2626	0.02066292058
2627	0.02065328689
2628	0.02064609957
2629	0.02063848422
2630	0.02062415518
2631	0.02061656406
2632	0.02060968258
2633	0.02059118924
2634	0.02057563649
2635	0.02057112826
2636	0.0205630825
2637	0.02054873793
2638	0.02054050529
2639	0.02052862791
2640	0.02052115979
2641	0.02051156543
2642	0.02049918567
2643	0.02048735519
2644	0.02047463135
2645	0.02046673041
2646	0.02045241935
2647	0.02044434462
2648	0.02044024109
2649	0.0204247857
2650	0.02041893939
2651	0.02040594079
2652	0.02039610398
2653	0.02038515382
2654	0.0203774394
2655	0.02036626071
2656	0.02035215175
2657	0.02034077616
2658	0.02033032356
2659	0.02031663412
2660	0.02030863468
2661	0.02029861977
2662	0.02028279484
2663	0.02027044315
2664	0.02025460454
2665	0.0202452232
2666	0.02022552597
2667	0.02021856387
2668	0.02020399872
2669	0.02019199112
2670	0.02018381851
2671	0.02017509723
2672	0.02015496912
2673	0.02013962815
2674	0.0201234756
2675	0.02011337776
2676	0.02010818485
2677	0.02009782797
2678	0.02007883951
2679	0.02007003957
2680	0.02006297654
2681	0.02005076748
2682	0.02003740649
2683	0.02002801265
2684	0.02001973224
2685	0.02000991844
2686	0.02000184208
2687	0.01999156557
2688	0.019983831
2689	0.01997068926
2690	0.01996049278
2691	0.01994767046
2692	0.01993592032
2693	0.01992321253
2694	0.01991420165
2695	0.01990678803
2696	0.01989701101
2697	0.01988828526
2698	0.0198784273
2699	0.0198684921
2700	0.01985140058
2701	0.01983582266
2702	0.01982146187
2703	0.01980718643
2704	0.01979862705
2705	0.01978539844
2706	0.01977266262
2707	0.01975957571
2708	0.01974958437
2709	0.01973825089
2710	0.01972660892
2711	0.01971628104
2712	0.01970644735
2713	0.01969452419
2714	0.01968513249
2715	0.01967718836
2716	0.01966386411
2717	0.01965527417
2718	0.01963881556
2719	0.01962965172
2720	0.0196223856
2721	0.01960676177
2722	0.01959675353
2723	0.01958217297
2724	0.01957224772
2725	0.01956315993
2726	0.01955326732
2727	0.01954763641
2728	0.01953710121
2729	0.019518103
2730	0.019507544
2731	0.0194971006
2732	0.01949236814
2733	0.01947863057
2734	0.01946929866
2735	0.01946043099
2736	0.01944680137
2737	0.01944155429
2738	0.01943296994
2739	0.01942027599
2740	0.01940966007
2741	0.01939524591
2742	0.01937687544
2743	0.01936361517
2744	0.01935364327
2745	0.01934336707
2746	0.01932855268
2747	0.01931668739
2748	0.01930064462
2749	0.01928665946
2750	0.01927466159
2751	0.01926783822
2752	0.01925877303
2753	0.01924503324
2754	0.01923304851
2755	0.01922348675
2756	0.01921496329
2757	0.01920806701
2758	0.01920174108
2759	0.01919234778
2760	0.01918652493
2761	0.01917734675
2762	0.01916543915
2763	0.01914805765
2764	0.01913817302
2765	0.01912538876
2766	0.01911096093
2767	0.01910070719
2768	0.01909241059
2769	0.01908084761
2770	0.0190716941
2771	0.01905855232
2772	0.01904273949
2773	0.01903267856
2774	0.01902163192
2775	0.01901215166
2776	0.01900258716
2777	0.01899621933
2778	0.01898773119
2779	0.01898092492
2780	0.0189708869
2781	0.01896277832
2782	0.01895254355
2783	0.01894058128
2784	0.01893033967
2785	0.01891939352
2786	0.01890914244
2787	0.01890460226
2788	0.01888706574
2789	0.01887384724
2790	0.01886468862
2791	0.01885873463
2792	0.01885076246
2793	0.01883975991
2794	0.01883089117
2795	0.01882200231
2796	0.01881454502
2797	0.01880141714
2798	0.01879323205
2799	0.01878708863
2800	0.01877954559
2801	0.01877249584
2802	0.01875862982
2803	0.0187521398
2804	0.01874359119
2805	0.01873405543
2806	0.01872710878
2807	0.01871836958
2808	0.01870258887
2809	0.01869024044
2810	0.01868224006
2811	0.01866954913
2812	0.0186541957
2813	0.01864711808
2814	0.01863862909
2815	0.01862638223
2816	0.01861870821
2817	0.0186085726
2818	0.01860261756
2819	0.01859145991
2820	0.01858357744
2821	0.01857636103
2822	0.01856685791
2823	0.01855480372
2824	0.01854689053
2825	0.01854193832
2826	0.01853556036
2827	0.01852873794
2828	0.01852023899
2829	0.01851133986
2830	0.01850437839
2831	0.01849547625
2832	0.01848458862
2833	0.01847351199
2834	0.01847024746
2835	0.01846560385
2836	0.01845401387
2837	0.01844510908
2838	0.01842866196
2839	0.01842240196
2840	0.01841181207
2841	0.0184006744
2842	0.01838693427
2843	0.0183786485
2844	0.01836208669
2845	0.01835240799
2846	0.01834538662
2847	0.0183329856
2848	0.01832025686
2849	0.01831210584
2850	0.01830285583
2851	0.01829656811
2852	0.01828585318
2853	0.01827665629
2854	0.01826713439
2855	0.01825842391
2856	0.01825002367
2857	0.01823954016
2858	0.01823199486
2859	0.01822449515
2860	0.01821203505
2861	0.01820463875
2862	0.01819578922
2863	0.01818814478
2864	0.01817884689
2865	0.01817358888
2866	0.01815887986
2867	0.01815181748
2868	0.01814501284
2869	0.01813895951
2870	0.01812987048
2871	0.01811754479
2872	0.01810988584
2873	0.01810159027
2874	0.01809082045
2875	0.01808059689
2876	0.018075594
2877	0.01806481275
2878	0.0180576522
2879	0.01804973871
2880	0.01803915448
2881	0.01802496473
2882	0.01801728054
2883	0.01800366407
2884	0.01799933237
2885	0.01799057085
2886	0.0179806444
2887	0.01797490375
2888	0.01796460035
2889	0.01795508822
2890	0.01794808554
2891	0.0179384485
2892	0.0179332868
2893	0.01792295016
2894	0.01791330173
2895	0.01790385005
2896	0.01789774453
2897	0.01788967884
2898	0.01787776747
2899	0.0178654114
2900	0.01785696853
2901	0.0178477679
2902	0.01783423946
2903	0.01782950629
2904	0.01782268985
2905	0.01781477147
