iter	MultiClass
253	0.3083562394
254	0.3079818928
255	0.3065551378
256	0.3059291897
257	0.3051703259
258	0.3046493163
259	0.3038396674
260	0.3029837563
261	0.3024142907
262	0.3017701828
263	0.3014531632
264	0.3008480396
265	0.3002707223
266	0.2993834422
267	0.2988947421
268	0.2976085336
269	0.2966754167
270	0.2956617969
271	0.2948780996
272	0.2943580202
273	0.2939926251
274	0.2929114095
275	0.292455038
276	0.2914581154
277	0.2905114762
278	0.290004368
279	0.2893561112
280	0.2887893559
281	0.2883047167
282	0.2880274779
283	0.2872546744
284	0.2865256577
285	0.2861693756
286	0.2850034833
287	0.2844114788
288	0.2840685045
289	0.2832147224
290	0.2826184946
291	0.2820995986
292	0.2814580805
293	0.2809208834
294	0.2805870544
295	0.2796153666
296	0.2788205915
297	0.2782027452
298	0.2779354829
299	0.2774238153
300	0.2769188925
301	0.2764984487
302	0.2760907925
303	0.2753520814
304	0.2748294004
305	0.2743928125
306	0.2739121081
307	0.2732837595
308	0.2725008285
309	0.2718907606
310	0.2710953747
311	0.2700655743
312	0.2691153652
313	0.2678648284
314	0.26722853
315	0.2665418721
316	0.2657770554
317	0.265141521
318	0.2647415999
319	0.2640069149
320	0.2634760229
321	0.2630480504
322	0.2621666547
323	0.2616611611
324	0.2608107876
325	0.2601151705
326	0.2593477785
327	0.2584115503
328	0.2576358448
329	0.2564855307
330	0.2559450609
331	0.2554137184
332	0.2547108324
333	0.253856107
334	0.2530565766
335	0.2525250693
336	0.2519096069
337	0.2513866879
338	0.2506385441
339	0.2501756068
340	0.2496271289
341	0.2491772408
342	0.248247074
343	0.2472019178
344	0.2464392435
345	0.2460168443
346	0.2452866021
347	0.2446704773
348	0.2441688078
349	0.2437183276
350	0.24290612
351	0.242525194
352	0.2419512411
353	0.241637971
354	0.2411220949
355	0.2407430698
356	0.2403310442
357	0.2397871637
358	0.2391972701
359	0.2387805514
360	0.238512087
361	0.2379991842
362	0.2372698008
363	0.2367798504
364	0.236043235
365	0.2351843838
366	0.2347804514
367	0.2341718012
368	0.2338012078
369	0.2332945394
370	0.232773563
371	0.2322070422
372	0.2316722809
373	0.2310564588
374	0.2306799809
375	0.2300721115
376	0.229363403
377	0.2288223616
378	0.2284828057
379	0.2280100004
380	0.2274576556
381	0.2269870712
382	0.2263377399
383	0.2259493304
384	0.2256049592
385	0.225092209
386	0.2247759655
387	0.2243200726
388	0.2238740251
389	0.2234751313
390	0.2230589391
391	0.2225103014
392	0.2217903052
393	0.2214245898
394	0.2207501468
395	0.2204405577
396	0.2200511993
397	0.2196500932
398	0.2191800384
399	0.2187306041
400	0.2182509577
401	0.2176118526
402	0.2171913068
403	0.2166148118
404	0.2163056154
405	0.2159640589
406	0.2154260678
407	0.21503299
408	0.2144663641
409	0.2138490369
410	0.2133911709
411	0.213025895
412	0.2126301187
413	0.2121958027
414	0.2119362643
415	0.2113901173
416	0.2109828759
417	0.2102688938
418	0.2096188873
419	0.2092218179
420	0.2088521175
421	0.2081267831
422	0.2075719343
423	0.2070750803
424	0.2067011543
425	0.2063248006
426	0.2059234408
427	0.2054344502
428	0.2049390644
429	0.2046374242
430	0.2041913626
431	0.2039078217
432	0.2036228024
433	0.2034124555
434	0.2030089754
435	0.2025743815
436	0.2022853263
437	0.2018685265
438	0.2015674121
439	0.2011570639
440	0.2007154341
441	0.2001507479
442	0.1995378307
443	0.1992428808
444	0.1989298511
445	0.1984754596
446	0.1981838473
447	0.1979150687
448	0.1976766416
449	0.1974382356
450	0.1968281887
451	0.1963906471
452	0.1962466124
453	0.1958860357
454	0.1954203497
455	0.1950850718
456	0.1946877262
457	0.1945322963
458	0.1942475229
459	0.1940431391
460	0.1936445682
461	0.1931643981
462	0.1926221372
463	0.1923236833
464	0.1918930489
465	0.1916366389
466	0.1912751393
467	0.1908817858
468	0.1904453593
469	0.1902151717
470	0.1900111451
471	0.1895960067
472	0.1894833756
473	0.1889432672
474	0.1884906657
475	0.1880496076
476	0.1876342655
477	0.1872488992
478	0.1868379531
479	0.1864142534
480	0.1860408652
481	0.1856349235
482	0.1851034809
483	0.1848942063
484	0.1844737272
485	0.1839146715
486	0.1834186497
487	0.1832077283
488	0.183017336
489	0.1827266793
490	0.1824978245
491	0.1820616612
492	0.1818431288
493	0.1816155397
494	0.1811244335
495	0.1807731936
496	0.1803184112
497	0.1799717076
498	0.1795491671
499	0.1793094283
500	0.1789325194
501	0.1784658551
502	0.1781618341
503	0.177840336
504	0.1775939382
505	0.1773732468
506	0.1767078164
507	0.1764961163
508	0.1761761969
509	0.1758414267
510	0.1755330169
511	0.1749477529
512	0.174638855
513	0.1744077276
514	0.1739734668
515	0.1736500711
516	0.173226753
517	0.1728741975
518	0.1725420572
519	0.1722164405
520	0.1719934604
521	0.1715709432
522	0.1714087723
523	0.1710907146
524	0.1706576726
525	0.1703058164
526	0.1700676339
527	0.1696148836
528	0.1692749428
529	0.1690482079
530	0.1686794926
531	0.1682525786
532	0.1678577668
533	0.1675840816
534	0.1673027404
535	0.1671014581
536	0.1666777286
537	0.1663893181
538	0.1662164421
539	0.1659866213
540	0.1655691652
541	0.1651688018
542	0.1647198867
543	0.1644634454
544	0.1640236615
545	0.1637665078
546	0.1634052697
547	0.1631339682
548	0.1628771054
549	0.1626631425
550	0.1623283977
551	0.1620004695
552	0.1616192185
553	0.1613454571
554	0.1611139335
555	0.1607541722
556	0.1602961025
557	0.160099948
558	0.1599672889
559	0.1598168129
560	0.1595423928
561	0.1593081148
562	0.1590376626
563	0.1586827852
564	0.1584784068
565	0.158351113
566	0.1579566135
567	0.1575339489
568	0.1572929377
569	0.1569995278
570	0.1566573897
571	0.1563267072
572	0.1560230411
573	0.1553532248
574	0.155076207
575	0.1548768273
576	0.1546151888
577	0.1541824805
578	0.1539614669
579	0.1535938231
580	0.153293542
581	0.1530947395
582	0.1528044863
583	0.1525883303
584	0.1523042709
585	0.1519806421
586	0.151707925
587	0.1515139716
588	0.1509469443
589	0.1508092981
590	0.1506199096
591	0.1504670705
592	0.1501624069
593	0.1499173807
594	0.1496217939
595	0.1493634913
596	0.1491029259
597	0.1488283608
598	0.1486221833
599	0.1483945609
600	0.1480397324
601	0.1478375472
602	0.1475841987
603	0.1473846462
604	0.1471402631
605	0.1470127182
606	0.1467704778
607	0.1465828272
608	0.1464569507
609	0.1461828336
610	0.1458950441
611	0.1456672763
612	0.1453423423
613	0.1450588397
614	0.1447245014
615	0.1444861404
616	0.1442412591
617	0.1439727961
618	0.1437089512
619	0.1433025277
620	0.142927571
621	0.1427035951
622	0.142321496
623	0.1421549293
624	0.1419538354
625	0.1416884314
626	0.1415558804
627	0.1412935395
628	0.1410527307
629	0.1407796118
630	0.1405635183
631	0.1404090957
632	0.1400558315
633	0.1398759749
634	0.1395904114
635	0.139428451
636	0.1391795316
637	0.138988248
638	0.1387777018
639	0.138597731
640	0.1382064136
641	0.1379293204
642	0.1375974332
643	0.1372906843
644	0.1370322215
645	0.1366938902
646	0.1365127363
647	0.1363234344
648	0.1360250334
649	0.1356619948
650	0.1354517454
651	0.135150975
652	0.1349930343
653	0.1347140738
654	0.1344634016
655	0.134273932
656	0.1341059006
657	0.133926965
658	0.1337090647
659	0.1335618917
660	0.1332820187
661	0.1329497909
662	0.1327440263
663	0.1324952215
664	0.1322809055
665	0.1320598373
666	0.1318500232
667	0.1315729827
668	0.1313834484
669	0.1311974533
670	0.1310596533
671	0.1309301648
672	0.1306912319
673	0.1305101787
674	0.1303199047
675	0.1300580244
676	0.1299071327
677	0.1297334696
678	0.1295027563
679	0.129261806
680	0.1290670725
681	0.1288059939
682	0.1286428234
683	0.1284870112
684	0.1283163937
685	0.1282359136
686	0.12803541
687	0.1278297844
688	0.1275558391
689	0.1274202405
690	0.1271306787
691	0.1269907555
692	0.1266594123
693	0.126312109
694	0.1261234883
695	0.125958921
696	0.125817317
697	0.1255993906
698	0.1253219903
699	0.1251916199
700	0.1250101389
701	0.1248306737
702	0.1245504688
703	0.1243941345
704	0.1242183862
705	0.124020177
706	0.1237731244
707	0.1235673212
708	0.1233434209
709	0.1230747646
710	0.1227779745
711	0.1224813513
712	0.1221853214
713	0.1218948584
714	0.1217589088
715	0.1215134451
716	0.1213586774
717	0.1210950071
718	0.1208520233
719	0.1207019967
720	0.1204833058
721	0.120315574
722	0.1201020556
723	0.1199124851
724	0.1196838883
725	0.1194494885
726	0.1191975362
727	0.1190901212
728	0.1188771637
729	0.1186672811
730	0.1184337757
731	0.1181266518
732	0.1179108669
733	0.1176644975
734	0.1175366912
735	0.1173393394
736	0.1172078553
737	0.1170377309
738	0.116937031
739	0.1167957541
740	0.1167316195
741	0.1165501227
742	0.1163355842
743	0.1160665732
744	0.1158643433
745	0.1156841866
746	0.1155638184
747	0.1154278009
748	0.1153178942
749	0.115189372
750	0.1150760332
751	0.1148134832
752	0.1146918989
753	0.1145690809
754	0.114380328
755	0.114220071
756	0.114112144
757	0.113859952
758	0.1136765396
759	0.113418069
760	0.1132739424
761	0.1130980442
762	0.112804371
763	0.1126202373
764	0.112373024
765	0.1122739369
766	0.1120929801
767	0.1118994457
768	0.1116979137
769	0.1115644363
770	0.1114311335
771	0.111367562
772	0.1111557615
773	0.1110447288
774	0.1108821565
775	0.1107107791
776	0.1106758055
777	0.1105506349
778	0.1104089216
779	0.1102500449
780	0.10998731
781	0.1098503607
782	0.1096338731
783	0.1093955272
784	0.1092401986
785	0.1090415614
786	0.1087679106
787	0.1084952665
788	0.1083993985
789	0.1082455248
790	0.1081129588
791	0.1079416423
792	0.1078026934
793	0.1075233144
794	0.1074204211
795	0.1073121653
796	0.1071249458
797	0.1070032063
798	0.1068284386
799	0.106685634
800	0.1064999421
801	0.1064227661
802	0.1062708241
803	0.1062243316
804	0.1060447331
805	0.1058737604
806	0.1056874579
807	0.1055107498
808	0.1053784373
809	0.1052320308
810	0.1051223928
811	0.1049801742
812	0.1048228524
813	0.1046444984
814	0.104527573
815	0.1043518933
816	0.1042132327
817	0.1041325275
818	0.1039790109
819	0.1038326096
820	0.1036952648
821	0.1035305159
822	0.1033646945
823	0.1032530432
824	0.1030707872
825	0.102945521
826	0.1027539108
827	0.1025935478
828	0.1024567938
829	0.1023273691
830	0.1021576996
831	0.1019751359
832	0.1017955529
833	0.1016334937
834	0.1014718832
835	0.1012512479
836	0.1011002641
837	0.1009603527
838	0.1008695178
839	0.1007352456
840	0.1005993609
841	0.1005144753
842	0.1003805241
843	0.1002535094
844	0.1001803786
845	0.100071466
846	0.09995241544
847	0.09975157713
848	0.09960080217
849	0.09950111619
850	0.0993692161
851	0.09913830094
852	0.09909593688
853	0.09892718881
854	0.09875065662
855	0.0985987578
856	0.09833873092
857	0.09822565407
858	0.09807386085
859	0.09794400847
860	0.09780318899
861	0.09764666504
862	0.09749340096
863	0.09735007692
864	0.0971035002
865	0.09697728985
866	0.09689202952
867	0.09669033908
868	0.09662238523
869	0.09642841602
870	0.09622208038
871	0.09605387183
872	0.09591392427
873	0.09574307855
874	0.09560206472
875	0.09543325366
876	0.09533315854
877	0.09516856174
878	0.09500974239
879	0.09490400007
880	0.09470449724
881	0.09457470863
882	0.09447716525
883	0.09428081503
884	0.09411008786
885	0.0938805656
886	0.09368058135
887	0.09356410576
888	0.09344553115
889	0.09337545751
890	0.09331904268
891	0.09314766397
892	0.09306594802
893	0.09294387373
894	0.09289264378
895	0.09273216864
896	0.09257663304
897	0.09241624522
898	0.09225918078
899	0.09207952894
900	0.09200810611
901	0.09185575338
902	0.09176504163
903	0.09168394652
904	0.09154147045
905	0.09141283298
906	0.09125904018
907	0.09114279754
908	0.09105276514
909	0.09092376358
910	0.09077038663
911	0.09065298102
912	0.09055412934
913	0.09039874753
914	0.09030768336
915	0.09018593973
916	0.0900070611
917	0.08990614832
918	0.08979712195
919	0.08965395631
920	0.08952995257
921	0.08945622461
922	0.08939217413
923	0.08924614077
924	0.08909696613
925	0.089028834
926	0.08893725765
927	0.08884878365
928	0.08873094478
929	0.08859835598
930	0.08839869751
931	0.0882755064
932	0.08818182251
933	0.08808487389
934	0.08801838234
935	0.08793597188
936	0.08785285172
937	0.08774301776
938	0.08763558119
939	0.08750424521
940	0.08738016296
941	0.08721324549
942	0.08710884693
943	0.08703828566
944	0.08692786023
945	0.08684500865
946	0.08674568492
947	0.08666060001
948	0.08654619542
949	0.08648733155
950	0.08632487076
951	0.08621843769
952	0.08611582208
953	0.08597653775
954	0.08588065389
955	0.08570315073
956	0.08560356559
957	0.08551713678
958	0.08542934252
959	0.08532717285
960	0.08523180148
961	0.08509969749
962	0.08501213756
963	0.0848843782
964	0.08474927809
965	0.08457869856
966	0.08450115076
967	0.08439690394
968	0.08430305544
969	0.08421185384
970	0.08410347823
971	0.08399207092
972	0.08388331259
973	0.08370569691
974	0.0836431724
975	0.083522387
976	0.08340689021
977	0.08333592836
978	0.08312884258
979	0.08303951654
980	0.08292783164
981	0.082838503
982	0.08270310941
983	0.08263799743
984	0.08254593019
985	0.08249035321
986	0.08237133163
987	0.08226821393
988	0.08215875146
989	0.08204355371
990	0.08190503574
991	0.08177861694
992	0.08165495618
993	0.08151266026
994	0.08142403613
995	0.08129576375
996	0.08117446045
997	0.08105238523
998	0.08093541008
999	0.08086240101
1000	0.08073009507
1001	0.08060609538
1002	0.08045721597
1003	0.08035952677
1004	0.08030128981
1005	0.08018326579
1006	0.08008668171
1007	0.07995123084
1008	0.0798838544
1009	0.07974787539
1010	0.07959567264
1011	0.07951320579
1012	0.07937291232
1013	0.07927110229
1014	0.0791988016
1015	0.07907064768
1016	0.07894448915
1017	0.07881213043
1018	0.0787116487
1019	0.07856322708
1020	0.07848562622
1021	0.07839904065
1022	0.07821344388
1023	0.07812060591
1024	0.07804219163
1025	0.07793496089
1026	0.07788414209
1027	0.0777642955
1028	0.07768035903
1029	0.07756645701
1030	0.07746091867
1031	0.07735901544
1032	0.07728124906
1033	0.07722864443
1034	0.07709114964
1035	0.07697704488
1036	0.07684204841
1037	0.07676936812
1038	0.07655339473
1039	0.07649054619
1040	0.07641613929
1041	0.07632885927
1042	0.07622479479
1043	0.07612614093
1044	0.07603042599
1045	0.07595570727
1046	0.07584886078
1047	0.07575344165
1048	0.07565661906
1049	0.07557112846
1050	0.07546114158
1051	0.0753245111
1052	0.07526026466
1053	0.07513081533
1054	0.07504289936
1055	0.07495164782
1056	0.07484907994
1057	0.07476309111
1058	0.0746980135
1059	0.07463689287
1060	0.07458127345
1061	0.07447503719
1062	0.07440787293
1063	0.07428977935
1064	0.07420381435
1065	0.07408986347
1066	0.07402503219
1067	0.07394181986
1068	0.07389366217
1069	0.07376846416
1070	0.07368922396
1071	0.07356748008
1072	0.07350198624
1073	0.07346099038
1074	0.0733625792
1075	0.07328515958
1076	0.07320359627
1077	0.07304561494
1078	0.07292291613
1079	0.0728100815
1080	0.07274880211
1081	0.07267099312
1082	0.07254427884
1083	0.07247398763
1084	0.07240760493
1085	0.07236021869
1086	0.07228468642
1087	0.07218566594
1088	0.07211073699
1089	0.07202247816
1090	0.07196186801
1091	0.07187264147
1092	0.07180069299
1093	0.07172790462
1094	0.07168108964
1095	0.07158579308
1096	0.07149546969
1097	0.0714343316
1098	0.07135087225
1099	0.0712983718
1100	0.07123643677
1101	0.07117184683
1102	0.07108636164
1103	0.07102186992
1104	0.07095779216
1105	0.07086109962
1106	0.07073707442
1107	0.07062562626
1108	0.0705566236
1109	0.07045617431
1110	0.07039744368
1111	0.0703073544
1112	0.07022189542
1113	0.07013188264
1114	0.07005236314
1115	0.06995814987
1116	0.06988588045
1117	0.06981004716
1118	0.06978053246
1119	0.06969988465
1120	0.06959508651
1121	0.06953059533
1122	0.0694527862
1123	0.06938667782
1124	0.06929385504
1125	0.06914099699
1126	0.06908868159
1127	0.06897382651
1128	0.06892346754
1129	0.06880750385
1130	0.06873957207
1131	0.06869904424
1132	0.06865408925
1133	0.06854998404
1134	0.06850759836
1135	0.06839321985
1136	0.06830046103
1137	0.0682677286
1138	0.06820194111
1139	0.06814385866
1140	0.06806902938
1141	0.06800438415
1142	0.06794123749
1143	0.0678799013
1144	0.06777358562
1145	0.06767270895
1146	0.06760028548
1147	0.0674806127
1148	0.06738613727
1149	0.06730733169
1150	0.06721686914
1151	0.06714463843
1152	0.0670090266
1153	0.06695720432
1154	0.06685990399
1155	0.06677909797
1156	0.06669916777
1157	0.06663452706
1158	0.06653006071
1159	0.06647718534
1160	0.06637832283
1161	0.06631196802
1162	0.06619753682
1163	0.06610565265
1164	0.06600537939
1165	0.06590947949
1166	0.06583852255
1167	0.0657639545
1168	0.06570934901
1169	0.06564191294
1170	0.06558378859
1171	0.06552996828
1172	0.06548709177
1173	0.06542964672
1174	0.06538937279
1175	0.06528897219
1176	0.06519691227
1177	0.06509134855
1178	0.06505809997
1179	0.06500776394
1180	0.06493863087
1181	0.06485591726
1182	0.06477434366
1183	0.06470238912
1184	0.06465307477
1185	0.06453899212
1186	0.06444772698
1187	0.06438376728
1188	0.06432792267
1189	0.06427616269
1190	0.0641674656
1191	0.06407183063
1192	0.06398140936
1193	0.06388711457
1194	0.06383163072
1195	0.06372728019
1196	0.06360930355
1197	0.06354611507
1198	0.06349446536
1199	0.06339247449
1200	0.06331439799
1201	0.06325145533
1202	0.06317695501
1203	0.06311645061
1204	0.06304855392
1205	0.06297219405
1206	0.06290766006
1207	0.06283903551
1208	0.06278054071
1209	0.06272452255
1210	0.06268268245
1211	0.06262519091
1212	0.06255630165
1213	0.06246973867
1214	0.06241442514
1215	0.06235961509
1216	0.06230171008
1217	0.06222105411
1218	0.06217666334
1219	0.06213553444
1220	0.06204584666
1221	0.06197410644
1222	0.06186903964
1223	0.06181553445
1224	0.06171653693
1225	0.06166350998
1226	0.06157769024
1227	0.06153517912
1228	0.06147524966
1229	0.06138866798
1230	0.06132223401
1231	0.06127067951
1232	0.06120082081
1233	0.06111811037
1234	0.06107652703
1235	0.06098246536
1236	0.06093782986
1237	0.06086919834
1238	0.06078528245
1239	0.0607319675
1240	0.06064698017
1241	0.06058619229
1242	0.06054226399
1243	0.06049204992
1244	0.06040787807
1245	0.06032856249
1246	0.06028353465
1247	0.06018721548
1248	0.0601167663
1249	0.06004089824
1250	0.05994869664
1251	0.05986130912
1252	0.05981249505
1253	0.05970830853
1254	0.05964897116
1255	0.05961530033
1256	0.05952388431
1257	0.05946088618
1258	0.059389938
1259	0.0593194908
1260	0.05924356392
1261	0.05915227754
1262	0.05907095475
1263	0.05896545524
1264	0.05892235221
1265	0.05885467754
1266	0.05881366901
1267	0.05872865169
1268	0.05867728326
1269	0.05863409488
1270	0.05858893244
1271	0.05850559198
1272	0.05843259216
1273	0.05839039247
1274	0.05835362313
1275	0.05829653789
1276	0.05825542191
1277	0.05821127236
1278	0.05810615586
1279	0.05802932665
1280	0.05796397981
1281	0.057882532
1282	0.05781727977
1283	0.05771949347
1284	0.0576617195
1285	0.05760247732
1286	0.05753120766
1287	0.0574826236
1288	0.05742039334
1289	0.05737461263
1290	0.05731902324
1291	0.05725924187
1292	0.0572146979
1293	0.05716169276
1294	0.05709652019
1295	0.05703153692
1296	0.05697048766
1297	0.05690798773
1298	0.05687254022
1299	0.05679746171
1300	0.0567266538
1301	0.0566686558
1302	0.05661910215
1303	0.05653825919
1304	0.05649021567
1305	0.05644369
1306	0.05633858312
1307	0.0562812289
1308	0.05622082977
1309	0.05614466811
1310	0.05604604949
1311	0.0560036825
1312	0.05596551779
1313	0.05588627437
1314	0.05583098194
1315	0.05575236774
1316	0.0556969223
1317	0.05561048698
1318	0.05555042525
1319	0.05551714448
1320	0.05547167887
1321	0.05540022914
1322	0.05531293168
1323	0.05527653168
1324	0.05525302845
1325	0.05521427171
1326	0.05515579023
1327	0.05510843533
1328	0.055036977
1329	0.05496057553
1330	0.05490021008
1331	0.05486537219
1332	0.05479697652
1333	0.05473283995
1334	0.05466420275
1335	0.05461706322
1336	0.05455373505
1337	0.05451253537
1338	0.05445932664
1339	0.05443250309
1340	0.05436501566
1341	0.05430554272
1342	0.05426117428
1343	0.05419683074
1344	0.05413693438
1345	0.0541038846
1346	0.05403917093
1347	0.05400215256
1348	0.0539598792
1349	0.05388679818
1350	0.05384179267
1351	0.05377161325
1352	0.0537074595
1353	0.05366488555
1354	0.05359929308
1355	0.0535461217
1356	0.0534899773
1357	0.05343627215
1358	0.05335476763
1359	0.05328370165
1360	0.05323486949
1361	0.0531905698
1362	0.05312298111
1363	0.05307190863
1364	0.05298695868
1365	0.05292311383
1366	0.05287716946
1367	0.05283290516
1368	0.05278254339
1369	0.05272734805
1370	0.05267847719
1371	0.05260605507
1372	0.05253909601
1373	0.05249282005
1374	0.05245530277
1375	0.0523829237
1376	0.05236852327
1377	0.0523451608
1378	0.05229279455
1379	0.05223105848
1380	0.05220004174
1381	0.05213490561
1382	0.05210358615
1383	0.05206192045
1384	0.0519970294
1385	0.05195829749
1386	0.0519124277
1387	0.05185323646
1388	0.0517763358
1389	0.05173656961
1390	0.05171099159
1391	0.05164838664
1392	0.05160773452
1393	0.05152793026
1394	0.05147236494
1395	0.05141854551
1396	0.0513273869
1397	0.05126591981
1398	0.05121246982
1399	0.05114646268
1400	0.05110171566
1401	0.05105355239
1402	0.05097296867
1403	0.05090515472
1404	0.0508585775
1405	0.05080736579
1406	0.05074777143
1407	0.05069398622
1408	0.05063473386
1409	0.0505945744
1410	0.05055732768
1411	0.05051390403
1412	0.05048656128
1413	0.05042323991
1414	0.05037371878
1415	0.05032413172
1416	0.050285872
1417	0.05022988351
1418	0.0501829672
1419	0.05014685922
1420	0.05010530671
1421	0.05004622146
1422	0.05000717364
1423	0.04994941979
1424	0.04987085609
1425	0.049827096
1426	0.0497488273
1427	0.04969981499
1428	0.04962211959
1429	0.04958019414
1430	0.04954412596
1431	0.04949612365
1432	0.04947131314
1433	0.0494271378
1434	0.04937429525
1435	0.04930834297
1436	0.04921483143
1437	0.04915092045
1438	0.04909685794
1439	0.04906038507
1440	0.0490224505
1441	0.04900242476
1442	0.04895652717
1443	0.04892571461
1444	0.048878612
1445	0.04884744002
1446	0.04879611688
1447	0.04873588571
1448	0.04869796669
1449	0.04863098391
1450	0.04860292017
1451	0.04857508991
1452	0.04851618971
1453	0.04847199363
1454	0.04841458468
1455	0.04837362294
1456	0.04834532474
1457	0.04831313557
1458	0.04824394608
1459	0.04818728069
1460	0.0481625265
1461	0.04812937572
1462	0.04809232005
1463	0.04806168444
1464	0.04797243912
1465	0.0479227928
1466	0.04789270489
1467	0.04785119591
1468	0.04780738138
1469	0.04778303806
1470	0.04773540058
1471	0.04768905455
1472	0.04765419533
1473	0.04762278257
1474	0.04760264472
1475	0.04755274267
1476	0.04752315436
1477	0.04747324506
1478	0.04742316831
1479	0.04737726519
1480	0.04734065459
1481	0.04728622924
1482	0.04721894182
1483	0.04720072905
1484	0.04717818155
1485	0.04712973797
1486	0.04709702175
1487	0.04704533178
1488	0.04702226985
1489	0.04698135043
1490	0.04693833027
1491	0.04687754688
1492	0.04683814737
1493	0.04680798167
1494	0.04676351492
1495	0.04671262889
1496	0.0466677817
1497	0.04661858439
1498	0.04657713367
1499	0.04652483783
1500	0.04648174614
1501	0.04643981291
1502	0.04641949062
1503	0.04637087272
1504	0.04631998027
1505	0.04629290824
